Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Cambodia,KHM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,20.7381713562448
Cambodia,KHM,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,22.0907829830086
Cambodia,KHM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.4529981979056
Cambodia,KHM,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,7.16414482495404
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3513.82355955613
Cameroon,CMR,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,4.07058673191559
Cameroon,CMR,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,4.27812589322793
Cameroon,CMR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.0461738234399
Cameroon,CMR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,16.658432389453
Cameroon,CMR,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,16.8971217728039
Cameroon,CMR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.3960483844417
Cameroon,CMR,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3442.73447977112
Canada,CAN,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,5.80031385813539
Canada,CAN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,2.40565197647059
Canada,CAN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,21.130340155512
Canada,CAN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,19.6148416690466
Canada,CAN,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,19.8738243633471
Canada,CAN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.8769540347674
Canada,CAN,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,0.33300987447547
Canada,CAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44567.8663498079
Cayman Islands,CYM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Cayman Islands,CYM,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Cayman Islands,CYM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Cayman Islands,CYM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Cayman Islands,CYM,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Cayman Islands,CYM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Cayman Islands,CYM,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,68131.324572506
Central African Republic,CAF,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Central African Republic,CAF,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Central African Republic,CAF,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,2.79565366569851
Central African Republic,CAF,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Central African Republic,CAF,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Central African Republic,CAF,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.8053804538636
Central African Republic,CAF,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,744.734542572878
Chad,TCD,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Chad,TCD,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Chad,TCD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,21.5347632823602
Chad,TCD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Chad,TCD,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Chad,TCD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,28.4591591133766
Chad,TCD,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2191.74179537842
Channel Islands,CHI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Channel Islands,CHI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Channel Islands,CHI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Channel Islands,CHI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Channel Islands,CHI,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Channel Islands,CHI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Channel Islands,CHI,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Channel Islands,CHI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Chile,CHL,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,6.205504125112
Chile,CHL,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,8.98697136531645
Chile,CHL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.5661542430494
Chile,CHL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,21.3417418393341
Chile,CHL,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,21.9950734181225
Chile,CHL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.7857323374002
Chile,CHL,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.26641012172289
Chile,CHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22688.010028123
China,CHN,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,21.9625390017224
China,CHN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,23.9516558097273
China,CHN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,47.1909236669942
China,CHN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,46.6967294955015
China,CHN,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,46.8745539879975
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,45.6033461279264
China,CHN,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,0.0352991991608076
China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14454.9979690663
Colombia,COL,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,3.83295709462451
Colombia,COL,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,4.61051300638971
Colombia,COL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,16.7133511952399
Colombia,COL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,17.1490311750527
Colombia,COL,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,17.395076570717
Colombia,COL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.7736922946916
Colombia,COL,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,1.42152923105983
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14006.153584302
Comoros,COM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Comoros,COM,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Comoros,COM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-3.89451518165223
Comoros,COM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,13.3633862077339
Comoros,COM,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,13.3103122597115
Comoros,COM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.6380402758518
Comoros,COM,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2664.2708772218
"Congo, Dem. Rep.",COD,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-8.86872791774727
"Congo, Dem. Rep.",COD,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,12.4375650627574
"Congo, Dem. Rep.",COD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,15.6843342613764
"Congo, Dem. Rep.",COD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,13.3475724896586
"Congo, Dem. Rep.",COD,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,14.4080774529022
"Congo, Dem. Rep.",COD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.527120196276
"Congo, Dem. Rep.",COD,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,867.08835736811
"Congo, Rep.",COG,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-23.9269417136581
"Congo, Rep.",COG,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,-11.3228289997923
"Congo, Rep.",COG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,13.7781815658742
"Congo, Rep.",COG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,11.1531306596772
"Congo, Rep.",COG,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,11.2683522100155
"Congo, Rep.",COG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,40.8729097393254
"Congo, Rep.",COG,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,20.2697934414349
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6089.83965522291
Costa Rica,CRI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,14.6961835036325
Costa Rica,CRI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,9.07308458298031
Costa Rica,CRI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.5644046390545
Costa Rica,CRI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,13.989967863559
Costa Rica,CRI,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,14.6352190561785
Costa Rica,CRI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.432820083627
Costa Rica,CRI,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15610.8795501536
Cote d'Ivoire,CIV,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,19.3638816483412
Cote d'Ivoire,CIV,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.4530783654979
Cote d'Ivoire,CIV,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.5749026773197
Cote d'Ivoire,CIV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,19.4962601777625
Cote d'Ivoire,CIV,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,20.1073178436425
Cote d'Ivoire,CIV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.1038193643696
Cote d'Ivoire,CIV,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,3.01087545376637
Cote d'Ivoire,CIV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3444.44979975855
Croatia,HRV,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,11.9384919956629
Croatia,HRV,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,8.81579149116586
Croatia,HRV,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,20.8366537031188
Croatia,HRV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,23.046760871116
Croatia,HRV,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,23.1911783111131
Croatia,HRV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.6169867714113
Croatia,HRV,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23013.6220508491
Cuba,CUB,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Cuba,CUB,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Cuba,CUB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,12.0700538257606
Cuba,CUB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Cuba,CUB,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Cuba,CUB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,9.38909483203838
Cuba,CUB,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Curacao,CUW,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Curacao,CUW,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Curacao,CUW,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Curacao,CUW,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Curacao,CUW,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Curacao,CUW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Curacao,CUW,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27947.8216672263
Cyprus,CYP,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,4.41846172520273
Cyprus,CYP,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,-0.690597878502167
Cyprus,CYP,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,15.6954179705915
Cyprus,CYP,Gross savings (% of GDP),NY.GNS.ICTR.ZS,12.6214902840662
Cyprus,CYP,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,12.7047143520674
Cyprus,CYP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.0708464511143
Cyprus,CYP,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,1.64021345661635
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31578.3544277306
Czech Republic,CZE,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,10.5541132390175
Czech Republic,CZE,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,6.57277897787356
Czech Republic,CZE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,33.9545187403322
Czech Republic,CZE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,27.220187551798
Czech Republic,CZE,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,29.186597198082
Czech Republic,CZE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.9557803316649
Czech Republic,CZE,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.5922242194638
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33691.4242392608
Denmark,DNK,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,17.7229494796875
Denmark,DNK,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,11.584937526045
Denmark,DNK,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,27.4193344013511
Denmark,DNK,Gross savings (% of GDP),NY.GNS.ICTR.ZS,28.8739600439229
Denmark,DNK,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,28.0140169768401
Denmark,DNK,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.6312061001811
Denmark,DNK,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.01801629099756
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49058.5010658416
Djibouti,DJI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,10.3885178096484
Djibouti,DJI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,5.31724029619428
Djibouti,DJI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,27.4082902525436
Djibouti,DJI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,40.7031518306963
Djibouti,DJI,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,38.4350488202945
Djibouti,DJI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.179772773124
Djibouti,DJI,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Dominica,DMA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Dominica,DMA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Dominica,DMA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Dominica,DMA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Dominica,DMA,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Dominica,DMA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Dominica,DMA,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10857.2017715934
Dominican Republic,DOM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,17.1666974727693
Dominican Republic,DOM,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.6383678676066
Dominican Republic,DOM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,18.794232047682
Dominican Republic,DOM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,21.346897576028
Dominican Republic,DOM,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,22.2656206516602
Dominican Republic,DOM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.4421451658398
Dominican Republic,DOM,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.27794344721144
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14555.7411939284
Ecuador,ECU,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,11.2558919574701
Ecuador,ECU,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,11.2701554569633
Ecuador,ECU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,24.1426639303559
Ecuador,ECU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,24.3782893728727
Ecuador,ECU,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,24.810216756891
Ecuador,ECU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.8700983230188
Ecuador,ECU,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11431.9915842066
"Egypt, Arab Rep.",EGY,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,4.014742073164
"Egypt, Arab Rep.",EGY,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,4.54884187798645
"Egypt, Arab Rep.",EGY,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,5.81038504030443
"Egypt, Arab Rep.",EGY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,9.55558292769753
"Egypt, Arab Rep.",EGY,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,9.72217589086865
"Egypt, Arab Rep.",EGY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.2886370146078
"Egypt, Arab Rep.",EGY,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.52669912844224
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10938.8618617073
El Salvador,SLV,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,5.53179957257224
El Salvador,SLV,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,3.33245487106076
El Salvador,SLV,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-1.572019796911
El Salvador,SLV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,12.324712126069
El Salvador,SLV,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,12.9269937711808
El Salvador,SLV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.017108968342
El Salvador,SLV,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,1.81790485455244
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7453.42973228063
Equatorial Guinea,GNQ,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Equatorial Guinea,GNQ,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Equatorial Guinea,GNQ,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,39.1403413799385
Equatorial Guinea,GNQ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Equatorial Guinea,GNQ,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Equatorial Guinea,GNQ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.7014529043977
Equatorial Guinea,GNQ,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,21.1259813895639
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29592.379672326
Eritrea,ERI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Eritrea,ERI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Eritrea,ERI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Eritrea,ERI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Eritrea,ERI,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Eritrea,ERI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Eritrea,ERI,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Estonia,EST,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,12.8266116238446
Estonia,EST,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,10.8822368890849
Estonia,EST,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.7247408421095
Estonia,EST,Gross savings (% of GDP),NY.GNS.ICTR.ZS,25.9384335337054
Estonia,EST,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,26.6889513937496
Estonia,EST,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.8194877206304
Estonia,EST,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,3.72252569249959
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29397.1298449963
Eswatini,SWZ,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,15.2140638100798
Eswatini,SWZ,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,11.0711590023846
Eswatini,SWZ,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,11.2335002576884
Eswatini,SWZ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,27.6296376493815
Eswatini,SWZ,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,27.3628014691548
Eswatini,SWZ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,12.4711749395652
Eswatini,SWZ,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9810.545674666
Ethiopia,ETH,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,7.32088575936131
Ethiopia,ETH,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,15.5814952794328
Ethiopia,ETH,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,19.7417760345793
Ethiopia,ETH,Gross savings (% of GDP),NY.GNS.ICTR.ZS,29.5221585231
Ethiopia,ETH,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,29.6426303913377
Ethiopia,ETH,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,40.6712729848123
Ethiopia,ETH,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1621.70672639925
Faroe Islands,FRO,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..
Faroe Islands,FRO,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..
Faroe Islands,FRO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,22.3114836348611
Faroe Islands,FRO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Faroe Islands,FRO,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Faroe Islands,FRO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.4921937254671
Faroe Islands,FRO,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Fiji,FJI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,12.1275139948453
Fiji,FJI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,9.72832182223972
Fiji,FJI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..
Fiji,FJI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..
Fiji,FJI,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..
Fiji,FJI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Fiji,FJI,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,3.1334965081791
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9372.54233708342
